,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
54907,Tower Hamlets,Entire home/apt,150,3,10,1.55,11,161
54908,Kensington and Chelsea,Entire home/apt,140,2,1,0.28,46,365
54909,Waltham Forest,Private room,32,2,1,1.0,1,150
54910,Tower Hamlets,Entire home/apt,150,3,13,2.01,11,201
54911,Southwark,Private room,60,1,7,2.1,1,365
54912,Brent,Entire home/apt,155,3,13,2.45,4,82
54913,Camden,Private room,36,1,17,2.49,3,42
54914,Westminster,Entire home/apt,100,1,16,3.0,1,273
54915,Westminster,Entire home/apt,104,2,13,2.07,1,36
54916,Tower Hamlets,Entire home/apt,60,1,20,2.99,2,303
54917,City of London,Entire home/apt,154,3,8,1.24,43,159
54918,Tower Hamlets,Private room,44,1,3,0.59,2,128
54919,Newham,Entire home/apt,85,2,14,2.43,2,28
54920,Lewisham,Private room,35,2,19,3.77,10,343
54952,Greenwich,Private room,30,4,3,0.55,2,162
54955,Westminster,Entire home/apt,150,1,1,1.0,21,183
54958,Barnet,Private room,70,1,1,0.63,1,72
54959,Westminster,Entire home/apt,184,1,1,0.7,15,94
54968,Camden,Entire home/apt,90,1,30,4.81,8,90
54969,Tower Hamlets,Private room,25,2,20,3.11,119,350
54972,Westminster,Entire home/apt,90,2,9,1.63,17,360
54978,Westminster,Entire home/apt,140,1,5,0.79,21,257
54980,Lambeth,Private room,35,10,1,0.15,1,0
54982,Southwark,Private room,50,1,54,8.1,12,344
54983,Hackney,Private room,20,2,14,2.33,105,353
54986,Westminster,Entire home/apt,100,1,2,0.39,21,265
54987,Camden,Entire home/apt,75,2,3,1.27,1,9
54990,Westminster,Entire home/apt,100,1,3,0.53,21,281
54991,Westminster,Entire home/apt,100,1,4,1.25,21,256
54992,Southwark,Private room,45,2,37,7.3,3,77
54993,Westminster,Entire home/apt,100,1,5,2.21,21,274
54995,Westminster,Entire home/apt,100,1,5,0.9,21,277
54996,Camden,Entire home/apt,54,1,1,0.15,1,0
54999,Brent,Private room,87,3,12,2.65,2,291
55000,Lambeth,Entire home/apt,116,2,12,1.99,1,93
55001,Westminster,Entire home/apt,88,2,13,1.93,11,0
55007,Southwark,Private room,50,1,48,7.16,12,358
55010,Wandsworth,Entire home/apt,50,2,6,1.13,1,0
55014,Hounslow,Private room,59,1,44,6.63,2,247
55021,Lewisham,Private room,25,4,2,0.31,2,29
55025,Hackney,Entire home/apt,100,3,1,0.2,1,7
55032,Kensington and Chelsea,Entire home/apt,145,2,3,2.05,31,342
55039,Kensington and Chelsea,Entire home/apt,122,2,1,1.0,31,343
55043,Southwark,Private room,45,1,49,7.31,12,332
55045,Westminster,Entire home/apt,110,3,5,0.91,1,0
55047,Enfield,Private room,19,8,4,0.85,1,88
55048,Kensington and Chelsea,Entire home/apt,122,2,1,0.36,31,343
55049,Barking and Dagenham,Private room,140,1,2,0.48,2,342
55051,Haringey,Private room,35,3,3,0.48,1,0
55052,Westminster,Entire home/apt,90,2,4,0.74,22,124
55053,Lambeth,Private room,35,1,5,0.73,1,342
55054,Hackney,Private room,19,1,25,6.36,3,0
55055,Hackney,Private room,20,1,56,8.57,3,0
55056,Islington,Entire home/apt,160,1,2,1.13,2,341
55057,Lambeth,Entire home/apt,50,2,7,1.12,1,0
55059,Wandsworth,Private room,25,1,2,0.31,1,0
55060,Kensington and Chelsea,Entire home/apt,122,2,1,1.0,31,343
55061,Camden,Entire home/apt,159,2,7,1.41,77,128
55062,Lambeth,Private room,45,2,6,0.96,4,0
55063,Hammersmith and Fulham,Entire home/apt,116,2,1,0.64,4,177
55065,Lambeth,Private room,70,3,1,0.2,1,0
55068,Tower Hamlets,Entire home/apt,120,5,3,1.3,1,6
55069,Wandsworth,Entire home/apt,140,5,4,3.43,1,12
55071,Kensington and Chelsea,Private room,130,3,7,1.35,2,86
55072,Hackney,Entire home/apt,95,3,5,0.84,5,124
55073,Westminster,Private room,29,1,26,3.96,11,0
55074,Southwark,Private room,75,1,10,1.89,1,61
55075,Southwark,Private room,47,3,1,1.0,1,6
55076,Islington,Private room,36,1,15,2.27,2,72
55077,Brent,Private room,48,1,10,1.57,2,182
55079,Westminster,Private room,75,1,19,3.05,9,9
55081,Hackney,Entire home/apt,100,2,16,3.93,1,1
55082,Kensington and Chelsea,Entire home/apt,130,3,5,0.89,1,50
55083,Kensington and Chelsea,Entire home/apt,122,2,2,0.42,31,343
55084,Newham,Entire home/apt,70,1,1,0.17,1,0
55085,Kensington and Chelsea,Entire home/apt,122,2,1,0.29,31,343
55086,Tower Hamlets,Private room,35,1,9,1.34,5,362
55087,Westminster,Entire home/apt,118,4,12,1.93,1,312
55088,Hackney,Entire home/apt,95,3,7,1.09,6,123
55089,Hackney,Entire home/apt,95,3,1,0.34,4,124
55090,Westminster,Entire home/apt,139,3,3,1.0,3,365
55093,Westminster,Entire home/apt,110,2,5,0.89,12,96
55094,Islington,Private room,50,3,2,0.36,3,364
55095,Newham,Private room,37,2,31,4.79,4,8
55097,Lewisham,Private room,35,1,9,1.4,1,177
55098,Westminster,Entire home/apt,75,2,28,4.69,5,208
55099,Westminster,Entire home/apt,110,2,2,0.35,12,102
55102,Camden,Entire home/apt,89,1,2,0.44,91,0
55104,Waltham Forest,Entire home/apt,120,5,2,0.52,1,10
55105,Hackney,Entire home/apt,160,2,6,1.04,1,0
55106,Islington,Private room,35,2,1,0.16,3,365
55107,Camden,Entire home/apt,90,4,2,0.32,1,307
55109,Lewisham,Private room,40,1,1,0.23,1,0
55110,Southwark,Entire home/apt,120,1,11,1.74,1,147
55113,Southwark,Private room,45,2,14,2.18,4,239
55115,Kensington and Chelsea,Entire home/apt,80,2,12,2.02,30,15
55116,Kensington and Chelsea,Entire home/apt,122,2,6,1.07,46,343
55117,Kensington and Chelsea,Entire home/apt,122,2,1,0.18,46,350
55119,Southwark,Entire home/apt,56,3,9,1.54,1,0
55121,Islington,Private room,40,1,31,4.67,2,334
55123,Kensington and Chelsea,Entire home/apt,122,2,1,0.4,46,343
55126,Kensington and Chelsea,Private room,100,1,7,2.21,1,76
55127,Tower Hamlets,Entire home/apt,110,2,4,0.63,1,0
55128,Haringey,Private room,27,2,1,1.0,2,362
55129,Camden,Entire home/apt,100,1,16,2.71,3,323
55132,Islington,Entire home/apt,65,2,12,2.0,1,9
55133,Southwark,Entire home/apt,100,1,1,0.16,1,0
55134,Croydon,Private room,21,1,6,1.1,2,0
55135,Southwark,Entire home/apt,60,1,8,1.29,1,0
55136,Lambeth,Private room,42,1,2,0.43,1,179
55137,Hackney,Entire home/apt,78,2,10,1.58,1,297
55140,Lewisham,Private room,40,2,1,0.16,1,0
55141,Southwark,Private room,50,1,46,6.93,12,344
55142,Wandsworth,Private room,35,2,19,3.06,1,0
55143,Kensington and Chelsea,Private room,95,4,17,2.7,1,0
55144,Kensington and Chelsea,Entire home/apt,122,2,1,0.2,46,343
55146,Islington,Entire home/apt,140,1,3,0.76,6,155
55147,Lewisham,Private room,30,1,2,0.97,2,74
55148,Southwark,Private room,50,1,39,6.03,12,348
55149,Wandsworth,Entire home/apt,90,2,4,1.03,1,0
55152,Newham,Entire home/apt,120,2,3,0.51,1,137
55153,Kensington and Chelsea,Entire home/apt,122,2,1,0.4,46,331
55154,Westminster,Entire home/apt,140,4,1,1.0,5,327
55155,Barnet,Private room,23,2,32,4.9,2,9
55157,Islington,Entire home/apt,89,2,5,1.01,1,27
55159,Barnet,Private room,45,2,9,1.44,2,9
55160,Camden,Entire home/apt,240,2,6,1.04,14,261
55163,Lambeth,Entire home/apt,120,2,3,0.76,1,59
55164,Camden,Entire home/apt,120,1,3,0.51,37,315
55165,Camden,Entire home/apt,102,1,1,0.23,15,24
55166,Greenwich,Entire home/apt,100,3,5,1.24,1,340
55167,Southwark,Private room,41,1,7,1.1,2,11
55169,Tower Hamlets,Private room,42,1,26,4.33,15,314
55170,Hounslow,Private room,85,1,1,0.22,5,179
55171,Newham,Entire home/apt,110,3,13,2.12,1,326
55172,Tower Hamlets,Entire home/apt,95,2,18,2.74,1,71
55173,Tower Hamlets,Private room,25,2,10,1.61,105,301
55176,Newham,Private room,39,2,7,1.09,4,1
55178,Tower Hamlets,Private room,20,2,12,1.8,105,330
55179,Camden,Private room,23,2,4,0.63,2,0
55180,Tower Hamlets,Private room,20,2,14,2.12,105,326
55181,Westminster,Entire home/apt,102,1,3,0.51,15,30
55182,Tower Hamlets,Private room,20,2,7,1.08,105,324
55183,Newham,Private room,39,2,27,4.18,4,5
55184,Lambeth,Private room,32,1,31,4.87,2,10
55185,Westminster,Entire home/apt,225,1,1,0.61,13,181
55186,Hammersmith and Fulham,Private room,50,2,7,1.79,2,20
55187,Hackney,Entire home/apt,185,2,16,3.72,1,9
55190,Bromley,Entire home/apt,60,1,6,1.27,26,140
55191,Enfield,Entire home/apt,115,3,6,2.0,9,352
55192,Bromley,Private room,50,1,8,1.6,26,127
55193,Hounslow,Private room,75,1,1,1.0,5,179
55194,Bromley,Entire home/apt,40,1,7,1.21,26,128
55195,Bromley,Entire home/apt,80,1,4,0.86,26,140
55201,Camden,Entire home/apt,119,3,1,0.46,10,87
55202,Westminster,Entire home/apt,255,1,4,1.03,13,155
55205,Westminster,Entire home/apt,130,3,4,0.7,172,0
55206,Camden,Private room,25,1,12,2.06,2,7
55207,Westminster,Entire home/apt,85,4,11,2.0,5,34
55208,Westminster,Private room,77,1,3,0.77,13,238
55209,Westminster,Entire home/apt,152,1,1,0.34,16,301
55212,Camden,Entire home/apt,99,2,12,1.94,77,125
55213,Islington,Private room,50,1,8,6.15,2,63
55214,Barnet,Entire home/apt,65,1,2,0.36,1,29
55215,Westminster,Private room,60,2,10,1.55,11,314
55216,Wandsworth,Entire home/apt,69,2,17,3.21,2,0
55217,Tower Hamlets,Entire home/apt,85,2,7,1.06,1,132
55218,Westminster,Private room,45,2,12,2.12,11,309
55219,Brent,Private room,30,1,1,0.17,1,221
55220,Islington,Private room,50,1,2,0.33,1,0
55222,Merton,Entire home/apt,59,1,2,0.31,1,0
55223,Kensington and Chelsea,Shared room,22,1,23,3.56,2,3
55224,Lewisham,Private room,110,2,1,0.43,1,342
55225,Brent,Entire home/apt,100,5,2,0.44,1,0
55227,Tower Hamlets,Entire home/apt,150,1,5,0.81,4,94
55228,Brent,Entire home/apt,81,2,6,1.22,1,0
55229,Newham,Private room,39,2,14,2.53,4,6
55231,Kensington and Chelsea,Entire home/apt,170,2,4,0.68,13,347
55232,Kensington and Chelsea,Private room,40,5,10,1.5,1,99
55234,Newham,Entire home/apt,177,1,1,0.16,1034,0
55236,Camden,Entire home/apt,125,3,12,2.93,1,0
55240,Lambeth,Entire home/apt,50,2,2,0.32,1,0
55241,Croydon,Private room,35,3,8,1.66,1,322
55242,Camden,Private room,45,1,56,9.66,11,262
55243,Barnet,Entire home/apt,129,3,6,1.0,2,6
55244,Tower Hamlets,Private room,35,1,5,0.83,1,0
55247,Lambeth,Entire home/apt,70,3,12,2.08,1,0
55248,Hammersmith and Fulham,Entire home/apt,120,3,5,2.54,1,23
55249,Kensington and Chelsea,Entire home/apt,170,2,3,0.61,13,350
55252,Tower Hamlets,Entire home/apt,90,2,27,4.5,1,79
55253,Hounslow,Private room,100,1,2,0.48,5,179
55255,Hackney,Entire home/apt,95,3,7,1.17,3,0
55256,Lambeth,Private room,37,1,3,0.47,1,0
55257,Islington,Entire home/apt,122,1,26,6.14,4,173
55258,Southwark,Private room,60,2,10,1.82,6,229
55260,Southwark,Private room,45,1,41,6.47,12,346
55261,Lewisham,Private room,37,4,4,3.08,1,16
55262,Southwark,Private room,45,1,40,6.12,12,355
55263,Lambeth,Private room,24,1,4,0.65,2,128
55266,Lambeth,Private room,40,3,10,1.75,2,2
55267,Tower Hamlets,Entire home/apt,120,1,3,0.45,2,308
55268,Tower Hamlets,Private room,24,7,5,0.94,1,3
55272,Islington,Entire home/apt,92,4,2,0.41,1,6
55273,Hackney,Entire home/apt,70,3,3,0.69,1,3
55278,Lambeth,Entire home/apt,157,3,2,0.75,38,264
55279,Westminster,Entire home/apt,280,2,3,0.5,4,140
55281,Wandsworth,Private room,20,7,2,0.38,1,0
55283,Tower Hamlets,Entire home/apt,63,2,3,0.48,1,0
55284,Camden,Entire home/apt,99,1,5,0.95,17,202
55285,Wandsworth,Entire home/apt,73,2,5,0.84,1,0
55286,Hackney,Entire home/apt,95,3,2,0.41,1,48
55288,Lewisham,Private room,19,3,1,0.16,2,0
55289,Camden,Private room,65,1,41,6.31,1,179
55290,Lewisham,Private room,22,2,2,0.3,2,0
55291,Lewisham,Entire home/apt,54,2,1,0.15,1,5
55292,Hackney,Entire home/apt,160,2,2,0.46,1,0
55293,Greenwich,Private room,32,1,16,2.65,2,356
55294,Richmond upon Thames,Private room,38,4,12,1.97,2,316
55295,Hackney,Private room,62,2,10,1.66,1,58
55296,Hackney,Entire home/apt,100,1,3,2.81,1,0
55297,Lambeth,Entire home/apt,72,2,6,1.37,1,182
55299,Greenwich,Entire home/apt,80,1,22,3.37,1,20
55300,Tower Hamlets,Private room,36,1,18,2.7,5,360
55301,Ealing,Entire home/apt,197,5,2,0.51,1,1
55302,Kingston upon Thames,Private room,50,1,2,0.41,1,53
55303,Westminster,Entire home/apt,160,2,16,3.69,2,230
55304,Ealing,Private room,26,1,18,3.2,1,363
55306,Westminster,Private room,90,2,7,1.11,2,170
55307,Haringey,Private room,40,2,1,0.16,1,358
55308,Kensington and Chelsea,Private room,26,5,9,2.41,1,73
55310,Tower Hamlets,Entire home/apt,129,3,1,0.63,3,90
55311,Westminster,Private room,49,1,3,2.73,2,0
55313,Hillingdon,Private room,25,2,1,0.19,1,38
55316,Hackney,Private room,50,2,31,4.7,1,19
55318,Wandsworth,Entire home/apt,90,2,2,0.58,1,0
55319,Southwark,Private room,65,2,4,0.72,1,0
55322,Tower Hamlets,Entire home/apt,149,3,1,0.6,3,90
55323,Camden,Entire home/apt,275,2,1,0.91,2,134
55325,Islington,Private room,72,1,4,0.61,1,0
55326,Brent,Private room,31,7,5,0.8,3,257
55327,Southwark,Private room,36,1,8,1.21,1,3
55328,Hackney,Private room,28,7,1,0.18,1,0
55330,Kensington and Chelsea,Entire home/apt,94,3,6,3.0,1,39
55331,Islington,Private room,39,1,2,0.32,1,0
55332,Camden,Private room,75,3,12,2.28,25,315
55334,Southwark,Private room,44,2,15,2.37,8,81
55335,Richmond upon Thames,Private room,38,4,3,0.51,2,319
55337,Waltham Forest,Private room,24,2,3,0.94,1,0
55339,Hammersmith and Fulham,Private room,30,1,8,1.29,9,78
55340,Southwark,Private room,45,2,24,3.93,4,232
55341,Islington,Entire home/apt,70,3,8,1.56,1,9
55342,Tower Hamlets,Entire home/apt,149,3,6,1.31,1,100
55344,Barnet,Private room,30,3,6,0.98,2,0
55345,Greenwich,Private room,74,4,23,3.77,1,38
55346,Hillingdon,Private room,33,1,6,1.03,1,365
55348,Richmond upon Thames,Private room,40,1,23,3.54,1,156
55351,Enfield,Entire home/apt,60,5,1,0.17,2,0
55352,Brent,Entire home/apt,90,2,17,3.23,1,3
55353,Islington,Private room,26,1,2,0.3,1,0
55354,Ealing,Private room,30,1,3,0.47,1,0
55355,Barnet,Private room,64,1,3,1.67,1,89
55357,Brent,Entire home/apt,95,3,1,0.6,1,55
55360,Harrow,Entire home/apt,180,3,7,1.52,1,90
55362,Kensington and Chelsea,Private room,60,3,2,0.39,2,0
55363,Lambeth,Entire home/apt,150,1,16,3.31,1,283
55364,Greenwich,Entire home/apt,49,2,16,2.57,1,347
55365,Havering,Private room,22,1,18,2.86,2,69
55366,Greenwich,Entire home/apt,75,1,4,0.69,1,0
55367,Tower Hamlets,Entire home/apt,90,2,11,1.75,22,80
55369,Richmond upon Thames,Entire home/apt,62,1,13,2.04,1,0
55370,Camden,Entire home/apt,90,3,14,2.64,1,89
55371,Merton,Private room,35,1,1,0.47,1,0
55372,Hackney,Entire home/apt,50,2,4,1.03,2,13
55375,Hackney,Private room,40,3,9,1.48,1,0
55376,Wandsworth,Private room,45,2,9,1.58,1,88
55377,Hackney,Entire home/apt,149,2,13,2.23,35,328
55378,Tower Hamlets,Entire home/apt,110,2,8,1.27,1,1
55380,Hackney,Private room,50,3,1,0.45,1,83
55381,Islington,Entire home/apt,250,3,1,0.41,1,5
55382,Camden,Entire home/apt,75,1,1,0.17,16,220
55383,Hackney,Entire home/apt,78,2,5,0.99,1,11
55384,Camden,Entire home/apt,290,2,4,1.62,1,11
55385,Bexley,Entire home/apt,100,3,2,0.57,4,356
55386,Lambeth,Entire home/apt,75,13,4,0.84,1,13
55387,Camden,Entire home/apt,89,1,4,0.72,16,220
55389,Southwark,Entire home/apt,75,4,3,1.2,3,2
55391,Tower Hamlets,Private room,20,2,10,1.9,119,363
55394,Islington,Entire home/apt,70,1,17,2.76,3,351
55395,Westminster,Entire home/apt,220,4,12,2.09,6,341
55397,Enfield,Private room,16,2,34,6.3,1,46
55399,Camden,Entire home/apt,150,1,6,1.0,9,350
55400,Kensington and Chelsea,Entire home/apt,160,3,4,1.17,14,336
55402,Newham,Entire home/apt,125,1,10,1.9,3,57
55403,Newham,Entire home/apt,125,1,9,1.54,3,76
55405,Westminster,Entire home/apt,140,3,24,3.85,4,289
55406,Kensington and Chelsea,Entire home/apt,170,2,3,0.49,13,350
55409,Lambeth,Entire home/apt,70,2,4,0.75,1,5
55410,Camden,Private room,99,2,18,3.42,2,81
55411,Enfield,Private room,21,1,20,3.05,2,175
55412,Hackney,Entire home/apt,180,2,7,1.21,2,152
55413,Kensington and Chelsea,Entire home/apt,170,2,1,0.23,13,350
55414,Redbridge,Entire home/apt,89,2,11,1.77,1,0
55415,Lambeth,Entire home/apt,75,2,2,0.44,1,0
55416,Wandsworth,Entire home/apt,110,2,6,1.0,2,6
55417,Kensington and Chelsea,Entire home/apt,150,2,1,0.22,13,332
55418,Richmond upon Thames,Entire home/apt,85,1,11,3.4,1,19
55421,Camden,Entire home/apt,135,4,14,2.39,2,326
55424,Tower Hamlets,Entire home/apt,111,1,17,2.56,3,77
55425,Camden,Private room,35,3,2,0.3,1,221
55426,Wandsworth,Entire home/apt,47,2,1,0.17,5,1
55427,Lambeth,Private room,60,5,55,8.51,1,25
55428,Camden,Entire home/apt,170,2,5,0.85,2,21
55429,Camden,Private room,89,2,1,0.23,1,89
55430,Brent,Entire home/apt,98,2,5,1.16,1,48
55431,Kensington and Chelsea,Entire home/apt,85,1,9,1.39,2,362
55432,Lambeth,Private room,22,4,3,1.11,1,4
55433,Southwark,Private room,141,1,17,3.47,1,0
55434,Lewisham,Private room,40,1,3,0.49,1,179
55435,Lewisham,Private room,25,2,5,0.78,3,211
55436,Camden,Private room,89,2,13,2.15,3,37
55437,Hackney,Entire home/apt,98,2,3,0.48,1,0
55438,Camden,Private room,49,2,15,2.73,3,62
55441,Richmond upon Thames,Entire home/apt,120,2,18,2.77,1,23
55442,Tower Hamlets,Private room,40,7,6,1.68,1,326
55443,Camden,Private room,30,5,2,0.34,2,1
55444,Brent,Private room,29,1,1,0.28,2,46
55446,Newham,Private room,20,1,26,4.04,2,16
55447,Camden,Entire home/apt,145,2,2,0.58,55,350
55450,Westminster,Entire home/apt,145,2,5,0.91,43,350
55452,Lambeth,Entire home/apt,64,5,3,0.8,1,6
55454,Wandsworth,Entire home/apt,120,2,2,1.25,5,304
55455,Tower Hamlets,Private room,20,2,13,2.19,119,352
55456,Islington,Entire home/apt,145,2,8,4.07,1,186
55458,Westminster,Private room,56,3,1,0.35,1,0
55459,Tower Hamlets,Entire home/apt,100,2,13,2.32,2,129
55462,Merton,Private room,80,2,2,2.0,1,0
55463,Hackney,Entire home/apt,89,1,19,3.02,2,60
55464,Lewisham,Entire home/apt,90,2,3,0.48,1,0
55465,Lewisham,Private room,30,2,41,6.28,1,23
55466,Hackney,Entire home/apt,35,7,3,0.52,2,0
55467,Westminster,Entire home/apt,145,2,4,0.69,14,350
55468,Hillingdon,Private room,35,1,12,4.04,1,75
55470,Waltham Forest,Private room,45,2,1,0.25,3,153
55472,Brent,Entire home/apt,140,5,2,0.32,2,0
55478,Lambeth,Shared room,20,2,1,0.28,1,173
55481,Brent,Entire home/apt,99,3,1,0.2,1,65
55485,Camden,Entire home/apt,161,2,15,2.32,1,0
55486,Hackney,Entire home/apt,90,2,18,3.03,1,152
55489,Tower Hamlets,Entire home/apt,90,3,12,1.99,159,0
55490,Southwark,Entire home/apt,159,3,10,1.6,1,6
55491,Newham,Private room,250,1,1,0.67,16,161
55492,Newham,Private room,250,1,1,0.25,16,156
55493,Newham,Private room,250,1,1,0.52,16,162
55494,Kingston upon Thames,Private room,25,1,11,1.77,1,339
55495,Southwark,Private room,42,4,4,0.62,1,39
55496,Lewisham,Entire home/apt,49,2,1,0.16,2,0
55497,Merton,Entire home/apt,250,3,11,1.9,1,47
55498,Hammersmith and Fulham,Entire home/apt,135,2,4,0.69,3,310
55499,Westminster,Entire home/apt,59,1,23,3.85,14,210
55500,Newham,Private room,72,1,1,0.15,1,0
55501,Southwark,Private room,36,1,53,8.64,1,333
55504,Newham,Private room,22,5,2,0.46,5,23
55505,Lambeth,Entire home/apt,250,1,4,1.07,19,296
55507,Southwark,Private room,35,1,17,3.17,3,97
55508,Westminster,Private room,29,1,27,4.35,11,246
55509,Redbridge,Entire home/apt,30,1,6,1.05,1,329
55510,Westminster,Private room,60,3,8,1.3,6,42
55511,Greenwich,Entire home/apt,75,2,15,2.31,1,85
55512,Kensington and Chelsea,Entire home/apt,135,2,10,2.38,2,55
55513,Kingston upon Thames,Entire home/apt,175,3,7,2.14,1,0
55515,Tower Hamlets,Entire home/apt,147,3,2,2.0,4,14
55516,Brent,Private room,50,3,5,2.21,1,121
55517,Lambeth,Private room,40,1,2,0.35,1,177
55520,Kensington and Chelsea,Entire home/apt,122,2,2,0.43,31,343
55521,Kensington and Chelsea,Entire home/apt,122,2,3,0.64,31,336
55522,Islington,Entire home/apt,82,3,11,1.91,1,186
55525,Westminster,Private room,42,2,19,3.28,99,92
55527,Richmond upon Thames,Private room,40,2,1,0.33,2,0
55528,Kensington and Chelsea,Entire home/apt,129,3,8,1.35,1,322
55529,Lambeth,Private room,37,1,11,1.79,10,49
55530,Hackney,Entire home/apt,60,2,4,0.62,2,361
55531,Camden,Entire home/apt,77,3,5,1.44,1,0
55532,Harrow,Private room,35,3,1,0.23,1,97
55535,Islington,Entire home/apt,194,1,2,1.87,1034,1
55536,Hackney,Entire home/apt,50,4,1,1.0,1,66
55537,Westminster,Entire home/apt,91,1,16,2.55,8,308
55539,Croydon,Private room,26,2,10,1.73,1,131
55540,Tower Hamlets,Entire home/apt,99,7,1,0.26,11,33
55544,Tower Hamlets,Entire home/apt,190,4,2,0.6,21,342
55545,Haringey,Entire home/apt,60,1,32,5.11,1,1
55546,Newham,Private room,47,1,22,5.28,2,19
55547,Kensington and Chelsea,Entire home/apt,230,3,3,0.92,21,90
55548,Kensington and Chelsea,Private room,79,2,9,1.64,2,89
55550,Hackney,Private room,36,1,1,0.15,2,0
55551,Camden,Entire home/apt,140,1,4,1.38,2,311
55552,Sutton,Private room,40,1,9,1.55,1,90
55553,Westminster,Entire home/apt,90,3,1,0.21,33,111
55554,Westminster,Entire home/apt,120,2,8,1.83,1,7
55557,Lambeth,Private room,98,1,3,0.62,4,268
55559,Camden,Private room,33,1,9,1.63,4,339
55560,Camden,Private room,23,3,17,2.66,4,335
55561,Westminster,Private room,46,2,4,3.75,1,31
55564,Newham,Entire home/apt,100,1,13,2.06,1,1
55565,Hackney,Private room,30,2,1,0.77,3,43
55566,Bexley,Private room,24,1,13,2.09,1,51
55567,Wandsworth,Entire home/apt,72,2,7,1.89,4,122
55568,Kensington and Chelsea,Entire home/apt,129,7,3,2.05,4,141
55571,Kingston upon Thames,Entire home/apt,73,2,5,0.86,1,36
55572,Kensington and Chelsea,Entire home/apt,215,3,9,2.57,14,308
55573,Islington,Private room,32,3,10,1.96,8,92
55574,Southwark,Private room,35,2,36,6.28,11,58
55575,Westminster,Private room,75,2,13,2.57,3,16
55576,Islington,Private room,29,5,4,0.92,8,307
55577,Islington,Private room,29,3,17,3.11,8,79
55578,Southwark,Private room,35,2,45,7.85,11,72
55579,Southwark,Private room,30,2,38,6.23,11,84
55580,Southwark,Private room,30,2,39,6.36,11,67
55581,Westminster,Private room,75,2,10,2.01,3,10
55582,Westminster,Entire home/apt,135,2,14,3.04,1,7
55583,Havering,Private room,30,2,5,0.79,2,344
55588,Hackney,Private room,50,2,1,0.34,2,15
55589,Ealing,Private room,60,1,34,6.0,1,226
55591,Westminster,Entire home/apt,110,3,2,0.34,172,0
55592,Westminster,Entire home/apt,60,2,12,1.98,1,99
55593,Tower Hamlets,Private room,50,1,3,0.69,1,180
55595,Hammersmith and Fulham,Private room,57,3,2,1.11,1,0
55596,Kensington and Chelsea,Entire home/apt,105,4,3,2.14,20,275
55597,Brent,Private room,20,1,16,2.57,1,59
55599,Tower Hamlets,Entire home/apt,218,1,1,0.21,1,0
55602,Westminster,Entire home/apt,60,7,6,1.04,2,120
55603,Kensington and Chelsea,Entire home/apt,200,4,9,1.78,20,3
55606,Lambeth,Private room,80,2,2,2.0,1,2
55607,Tower Hamlets,Private room,70,1,1,0.29,1,88
55608,Haringey,Private room,35,1,1,0.19,1,201
55609,Southwark,Entire home/apt,99,3,3,2.2,4,322
55610,Camden,Entire home/apt,240,2,11,1.84,14,235
55611,Lambeth,Entire home/apt,120,3,8,1.79,1,10
55613,Hackney,Entire home/apt,65,2,2,0.45,2,0
55615,Southwark,Entire home/apt,114,3,4,0.79,4,307
55616,Camden,Entire home/apt,78,7,2,0.32,5,0
55617,Bromley,Private room,35,1,7,1.12,2,88
55618,Richmond upon Thames,Private room,75,1,10,1.61,1,56
55620,Westminster,Entire home/apt,100,2,11,1.91,1,4
55621,Tower Hamlets,Private room,64,2,1,0.18,1,0
55622,Camden,Entire home/apt,150,3,3,0.67,1,5
55624,Lambeth,Private room,25,1,42,6.74,2,330
55625,Hounslow,Entire home/apt,110,2,12,2.09,1,79
55626,Westminster,Entire home/apt,68,1,10,1.76,14,219
55627,Westminster,Entire home/apt,72,1,11,2.02,14,246
55628,Hackney,Private room,31,2,4,0.88,2,262
55629,Hackney,Private room,30,2,5,2.94,1,288
55632,Tower Hamlets,Entire home/apt,108,1,2,0.31,1,0
55633,Westminster,Entire home/apt,225,4,5,0.87,26,346
55634,Camden,Entire home/apt,115,5,3,0.47,1,71
55636,Hackney,Entire home/apt,90,2,5,0.9,1,0
55638,Westminster,Entire home/apt,100,2,11,1.73,1,46
55640,Haringey,Entire home/apt,82,5,2,0.47,1,27
55641,Tower Hamlets,Entire home/apt,225,4,1,0.18,26,157
55642,Hackney,Entire home/apt,85,2,10,1.76,19,190
55646,Hounslow,Private room,45,1,1,0.83,4,42
55647,Hammersmith and Fulham,Entire home/apt,100,1,4,0.77,196,298
55648,Waltham Forest,Private room,22,4,3,0.82,1,89
55649,Newham,Private room,90,3,3,0.88,2,40
55658,Hammersmith and Fulham,Entire home/apt,135,2,3,0.62,196,329
55660,Waltham Forest,Private room,22,1,14,2.44,1,36
55661,Hammersmith and Fulham,Entire home/apt,135,2,11,2.28,196,348
55662,Westminster,Private room,38,1,62,9.95,11,264
55665,Brent,Private room,65,1,17,3.15,1,20
55666,Tower Hamlets,Entire home/apt,220,2,11,1.8,30,152
55667,Croydon,Entire home/apt,65,2,7,1.18,3,76
55668,Tower Hamlets,Entire home/apt,90,2,5,1.04,1,8
55669,Croydon,Private room,50,2,8,1.39,2,33
55671,Newham,Private room,20,1,18,2.98,2,13
55672,Islington,Private room,95,1,1,0.21,3,60
55673,Kensington and Chelsea,Private room,50,2,32,5.61,2,12
